latency,packet_size,login_attempts,error_rate,country,label
33,3430,1,0.002545866371996517,Japan,1
49,3452,3,0.010977048959523616,Japan,1
44,2869,3,0.012452797342731428,Denmark,1
52,3352,2,0.008582647384886073,USA,1
32,3098,1,0.0007750441165309627,Japan,1
683,91424,91,0.9771907882259928,Unknown,-1
41,3864,1,0.008293602283889848,Denmark,1
654,94513,100,0.9750119691200042,Brazil,-1
46,2112,3,0.0009782991973352698,Denmark,1
861,90414,59,0.932902403461572,Unknown,-1
33,2389,1,0.008614918223983971,India,1
40,3530,3,0.008941490643105903,India,1
48,3848,3,0.009241140762162606,Denmark,1
38,2358,3,0.004569231904809619,Brazil,1
50,2124,1,0.00935693796937346,India,1
29,2845,2,0.009785017638372919,Denmark,1
1115,84570,90,0.8326373513694975,Russia,-1
815,90139,49,0.8189607724477218,China,-1
48,2642,1,0.004440158057671674,Brazil,1
52,2171,1,0.01534103842206104,Brazil,1
71,2849,2,0.011948536229190097,Japan,1
37,2065,1,0.0016061037874905166,India,1
41,3400,3,0.01054005663020633,India,1
27,3656,2,0.006441766298202054,USA,1
47,2536,3,0.006070272813439062,Brazil,1
44,3361,3,0.012583281379299526,Japan,1
798,91094,64,0.7765866408961457,China,-1
62,3121,3,0.006619387952966222,USA,1
694,102741,54,0.9207964740829986,Unknown,-1
586,94489,75,0.7685946030922605,China,-1
1030,112630,64,0.8719436993901671,Unknown,-1
56,4145,3,0.0011238471345896839,Brazil,1
42,3674,3,0.007904170953840852,USA,1
61,3242,2,0.0018586041304586576,Denmark,1
599,107773,41,0.7623742621401921,Brazil,-1
38,2144,1,0.015358305615522361,Brazil,1
43,3090,1,0.011853289955899906,USA,1
38,3426,1,0.0070416780477215776,Japan,1
38,3405,3,0.0040971017867404225,Denmark,1
37,3961,3,0.011107645342729457,USA,1
50,2139,1,0.010597684945739504,Japan,1
45,2361,3,0.009220514098015288,Japan,1
43,3183,1,0.011003188676209554,India,1
42,3097,1,0.007174133852054977,Japan,1
44,3328,1,0.008369762774223731,Brazil,1
34,2471,2,0.012143722142999677,Brazil,1
29,2648,3,0.008569488678148529,Denmark,1
43,3264,3,0.007967688990048464,Denmark,1
69,3525,2,0.00563242281349312,India,1
54,3429,3,0.006745368531261444,Denmark,1
936,81061,57,0.804742739388048,China,-1
58,2922,1,0.007994721787205462,Japan,1
21,3158,3,0.01465067503817315,Brazil,1
34,3239,2,0.009668017752178243,India,1
47,3349,1,0.0129042119984447,Denmark,1
21,3003,1,0.009488882118381711,India,1
29,2594,1,0.001326419722520419,Denmark,1
67,2958,2,0.008407618334084372,Denmark,1
20,3602,1,0.0073478355230668126,India,1
42,3189,3,0.007328188912852009,India,1
36,2901,1,0.007260535864894585,USA,1
13,2896,2,0.0036398063613637824,Japan,1
45,1998,2,0.016971280103780982,Denmark,1
51,2638,3,0.005463490249434605,India,1
41,4300,2,0.012465339529565213,USA,1
820,86240,63,0.7398153036120161,Brazil,-1
54,4040,1,0.006830557257962215,Brazil,1
47,3028,1,0.013660554335873175,India,1
47,2236,1,0.007347188155326043,Japan,1
45,3065,1,0.003829871299752872,Denmark,1
35,2642,2,0.011745549274740755,India,1
47,2757,1,0.007662216228592773,Denmark,1
33,2705,1,0.008892366570254672,Brazil,1
47,2852,2,0.0075745066631711,Denmark,1
1002,94459,45,0.8877026722668003,Brazil,-1
36,2879,3,0.007986305465752097,Denmark,1
53,2224,2,0.00806915682042032,Denmark,1
23,2471,3,0.01904294726017245,India,1
42,3187,3,0.003762487323336702,Brazil,1
28,3148,2,0.013917873766052951,Japan,1
43,3020,2,0.009782378003369285,USA,1
57,4203,2,0.005209130503102454,Japan,1
32,4008,2,0.011571409967949068,USA,1
32,2661,1,0.006864533617759251,Brazil,1
38,2602,3,0.002858818024458111,Denmark,1
30,3339,2,0.0011280574062870682,USA,1
35,3670,3,0.011330145716885206,Brazil,1
51,2736,1,0.011437567172945242,USA,1
48,2491,1,0.0097771746891595,Japan,1
40,3676,3,0.00456198612017411,Brazil,1
43,2703,1,0.006853415247285387,USA,1
949,102555,55,0.7980392238962795,Unknown,-1
54,2570,3,0.008663514733438795,USA,1
46,2943,2,0.01682870394722038,Denmark,1
32,2969,2,0.014387997645738415,Brazil,1
188,94074,93,0.8511649454329953,Brazil,-1
45,3366,1,0.004827259854509888,Denmark,1
28,3564,1,0.00800146360143763,Brazil,1
57,2859,3,0.014767323667908021,India,1
36,3144,3,0.011019779325943098,Brazil,1
54,3630,1,0.006005839825169072,Brazil,1
45,3534,2,0.015378135427188895,India,1
43,2913,2,0.0030015094673795295,Brazil,1
51,2639,3,0.0051990988498161,India,1
41,3820,1,0.008182132272771751,USA,1
46,2224,3,0.004185401146361116,Japan,1
48,3541,3,0.011585447365900503,Brazil,1
53,2751,3,0.0023811135151256537,Brazil,1
28,3839,1,0.0014460054454645752,Japan,1
42,2047,2,0.010205650993413683,USA,1
804,99547,71,0.8876999024144121,Brazil,-1
34,3868,3,0.0021567912311783437,Brazil,1
41,2588,2,0.014752083714825172,USA,1
31,2979,3,0.011748485028349005,Denmark,1
38,3820,2,0.008103175258968014,India,1
47,3202,3,0.008976682693173905,Denmark,1
39,2093,1,0.01400221853742795,USA,1
49,3690,2,0.006787222862282163,India,1
52,2693,2,0.005176856449771145,Japan,1
41,2915,2,0.0013454701068931433,Japan,1
55,3504,1,0.008886292607626575,Japan,1
29,2631,2,0.009944158350744392,Brazil,1
46,3886,2,0.01173556586919529,Japan,1
44,2784,3,0.0055695088451486255,USA,1
33,3018,2,0.003339102899985156,USA,1
30,3179,1,0.013838386557528393,Brazil,1
48,2586,1,0.01211741228254481,Denmark,1
36,3670,1,0.011319032283086948,India,1
615,97476,51,0.7367569066147609,Russia,-1
27,1577,1,0.003170648935726209,USA,1
46,2914,1,0.012114606879055937,USA,1
65,3198,2,0.011243056099426437,Japan,1
33,2745,1,0.017015414364833524,India,1
60,3294,3,0.006636262171072483,Denmark,1
39,2638,3,0.010102038503430126,India,1
60,2623,2,0.002936637525915449,Denmark,1
51,2476,2,0.010889374366085126,Brazil,1
24,2060,2,0.017675779912381756,India,1
539,87296,75,0.8464874351524762,Unknown,-1
43,3091,3,0.009919516416616696,Denmark,1
47,3308,2,0.006006798261893275,Denmark,1
29,2426,3,0.02062201589853084,USA,1
50,3029,2,0.009681618376469848,India,1
51,2597,3,0.017818581019874515,India,1
620,93865,88,0.8832830251120285,Russia,-1
687,74649,76,1.0367071582193375,Unknown,-1
35,2342,2,0.009325247164829556,India,1
47,2749,2,0.010741503468493577,India,1
672,90223,22,0.8077312732966067,Brazil,-1
38,3802,2,0.002957975125307305,India,1
44,2661,2,0.01222681022474731,USA,1
721,104130,100,0.9106357901404101,China,-1
41,3261,1,0.011621991566622079,Japan,1
49,3113,2,0.011863024114044338,Brazil,1
572,83793,64,0.8174334435815455,Unknown,-1
43,3023,2,0.011919864663948721,India,1
34,3652,1,0.011121179261061834,USA,1
51,2507,3,0.010507802570328666,Denmark,1
487,89437,64,0.944574768909027,Russia,-1
50,2526,2,0.009221529925436771,Denmark,1
47,2896,2,0.015310296105589939,Denmark,1
40,2614,2,0.004641919527256279,Japan,1
1031,98406,63,0.7687911022750542,China,-1
44,2336,3,0.006625404870951694,India,1
54,3757,1,0.015142014198932262,Japan,1
449,89762,29,0.7125915470660056,Brazil,-1
54,3341,1,0.004898798740201653,Denmark,1
790,103079,29,0.8710917163021222,Brazil,-1
56,3206,2,0.0036961423046577577,India,1
27,3378,1,0.013027131586352101,Japan,1
41,3551,3,0.0005393015387538704,Brazil,1
53,3363,1,0.009990713517054026,India,1
53,3359,1,0.02043230373924632,USA,1
34,3215,2,0.0036451767409459504,Brazil,1
704,91767,53,0.8402376198397985,Russia,-1
31,2283,2,0.009696657960874919,India,1
999,98379,34,1.0538257978355126,Unknown,-1
48,3106,1,0.011359031374295782,USA,1
1026,97824,96,0.8481442179773826,China,-1
45,3102,1,0.00406430348680466,Denmark,1
45,2723,2,0.014156904241682379,USA,1
37,2943,2,0.005100297156857551,USA,1
52,4099,1,0.012302442696979676,USA,1
52,3869,2,0.007489040635634053,Japan,1
43,3137,1,0.013224260786609814,India,1
39,3764,1,0.008377484149192361,USA,1
47,2857,3,0.010313070007830726,Brazil,1
44,2780,1,0.016432434879366263,India,1
702,105980,40,0.8178045127255197,Russia,-1
40,2614,3,0.0024493670623068394,India,1
36,3264,2,0.005681021026912177,USA,1
68,3003,1,0.013243347266233104,Japan,1
784,93144,93,0.8525446933677275,Brazil,-1
45,2726,3,0.0006363777365009995,Japan,1
54,2597,3,0.01286449535774404,USA,1
34,3151,1,0.00922672932312794,USA,1
20,2669,1,0.015039160318396212,Denmark,1
52,3437,3,0.009622322074886317,USA,1
752,109706,51,0.9344515519994724,Brazil,-1
45,3481,2,0.0021465016525577234,Japan,1
38,2514,3,0.00876585222943888,India,1
41,3902,1,0.012114240820696665,India,1
38,2835,2,0.003963639998267379,USA,1
51,3863,1,0.012731075765915933,USA,1
35,3166,3,0.019728231738792047,Brazil,1
796,104256,25,0.6426361530506307,China,-1
34,2823,1,0.011095750373115184,Denmark,1
58,2783,2,0.006169376653979158,Japan,1
58,2984,2,0.004802571502262602,Brazil,1
46,3637,1,0.016314196690010996,Denmark,1
42,3306,1,0.0040146283917459466,Japan,1
54,2370,1,0.005567366161934127,India,1
42,2571,2,0.007753245361217898,India,1
44,3138,3,0.013627072686856288,Brazil,1
58,2991,1,0.019215657368739668,USA,1
36,2994,3,0.0030524005344377296,Denmark,1
45,3382,3,0.0062335286827274634,Brazil,1
56,2357,1,0.006386131466244304,USA,1
46,2709,1,0.008769184666600769,Brazil,1
55,3180,3,0.022389462552345363,Denmark,1
18,3584,1,0.011484122790869439,Japan,1
43,2525,1,0.013631952724037544,USA,1
50,2532,1,0.01104249829408736,Japan,1
31,3076,1,0.010133219281073687,India,1
55,3250,1,0.007126503413003889,Brazil,1
34,3402,3,0.013998935615249546,Brazil,1
52,2979,2,0.010316188425001116,Japan,1
889,106399,33,0.9050602200623808,Unknown,-1
57,2731,1,0.00841360392383271,USA,1
26,3284,2,0.008873402129766363,Brazil,1
55,3272,3,0.0069958502754448645,Brazil,1
56,3254,2,0.014162856308302994,USA,1
61,2545,2,0.01558854030198292,USA,1
51,2717,3,0.011820112111926042,India,1
56,2320,3,0.00936461771689281,India,1
43,3198,3,0.005206101580459484,India,1
1059,79708,59,0.8354532315042053,Unknown,-1
44,2873,2,0.0016912871591382005,Japan,1
58,2664,2,0.013648176463371702,Denmark,1
52,3036,1,0.010589133572340446,Brazil,1
865,86908,33,0.7955295589296513,China,-1
36,2501,3,0.00791691099416911,Denmark,1
44,2912,3,0.015551820096301027,India,1
899,100773,27,0.7892167399102044,China,-1
37,3102,1,0.009348233009704303,Denmark,1
845,104820,47,0.8759811887556488,China,-1
40,3690,1,0.013603658913762,USA,1
628,92074,64,1.1470691162507423,China,-1
46,3375,1,0.01089251985746881,Japan,1
655,93785,32,0.9810749182862221,Russia,-1
42,2923,3,0.003946914756084885,USA,1
46,2691,1,0.007487982239627492,Denmark,1
50,2667,2,0.010344781760545521,Brazil,1
505,91936,40,0.9326550764053907,Unknown,-1
528,82564,41,0.8641038093298329,Unknown,-1
56,3052,3,0.01596283028894057,India,1
56,2980,3,0.021862162771446512,Denmark,1
1040,96359,60,0.8159591120976115,Unknown,-1
847,96140,69,0.6529815692038411,Russia,-1
50,3171,1,0.010522939044615045,India,1
60,2349,1,0.012365861654024136,Japan,1
44,2981,2,0.011457968968981344,India,1
48,3232,3,0.01408139831336299,Brazil,1
752,102358,85,0.7590946036628965,Unknown,-1
40,4559,2,0.017437010627376924,Japan,1
37,1858,3,0.0001335831513886096,Denmark,1
49,3027,2,0.004749327900006405,Brazil,1
44,3497,1,0.018904784488637028,USA,1
44,2176,2,0.013231109155917839,Brazil,1
54,2338,3,0.014438354852381659,Japan,1
55,3301,2,0.020790772706958907,India,1
40,2082,2,0.008772563173484054,India,1
58,2987,2,0.010186071429185154,Brazil,1
38,3050,3,0.009007575042970064,USA,1
55,3789,2,0.011418624176335237,Brazil,1
57,2894,1,0.0005076093589039387,Brazil,1
38,3264,1,0.00876572084479058,Denmark,1
37,2834,2,0.017412721581850102,India,1
58,2779,1,0.00862614777216259,India,1
37,2510,2,0.005102512271506468,Brazil,1
70,2201,1,0.006190261233142667,Brazil,1
49,3532,2,0.0035389625542874724,Japan,1
46,3086,3,0.0007909135867133731,Denmark,1
43,3766,3,0.007654908184718043,Denmark,1
43,2942,1,0.0160003494457193,Denmark,1
42,3373,1,0.007225641170362864,USA,1
35,3177,2,0.01610376344535036,Denmark,1
57,3112,2,0.016397733634777385,Brazil,1
46,2447,3,0.009527702011517217,Japan,1
55,3625,1,0.019774962943364442,India,1
48,2903,3,0.021082655070229925,Denmark,1
38,2899,2,0.005517255559368188,India,1
34,2557,3,0.005281899878673472,Denmark,1
943,105969,47,0.6508937055305528,Russia,-1
36,2376,2,0.007584729731301404,Brazil,1
28,3328,3,0.013401287718206006,India,1
795,91658,46,0.850414694745962,China,-1
56,3147,3,0.006236159757035843,Brazil,1
895,94052,53,0.9218498067058294,China,-1
50,2517,1,0.008087769983787562,Brazil,1
48,3278,2,0.00478901026642932,Japan,1
48,3242,1,0.007417238158316174,Denmark,1
35,3171,2,0.014751398441740692,Japan,1
44,2461,2,0.008900351348331281,Denmark,1
30,3469,2,0.000897816132883705,India,1
37,2931,2,0.012859147594300166,USA,1
48,3480,1,0.008986661287977296,USA,1
38,2125,1,0.01846167369588936,Denmark,1
35,2889,2,0.0014283206621755126,Denmark,1
649,94801,39,0.8609700999001595,Russia,-1
32,2848,1,0.012458639893773391,USA,1
37,3072,1,0.017459810341230588,India,1
43,2747,1,0.018687137750814656,Brazil,1
33,2851,3,0.005757725295979281,USA,1
47,2207,2,0.015066527388953036,India,1
736,94351,95,0.864967111012768,Unknown,-1
58,2096,2,0.009686192777227173,Brazil,1
898,89962,53,0.8274989658902786,Russia,-1
35,2740,2,0.010790220996402106,Japan,1
37,3434,2,0.014495586824669573,Brazil,1
40,2179,2,0.010595491793967295,India,1
40,3188,1,0.010833968059972008,India,1
37,2278,3,0.0015112038940695467,Denmark,1
55,3147,3,0.013678156725214002,Japan,1
59,3226,2,0.007739272217856379,India,1
30,3502,2,0.014398760528514309,India,1
617,108228,78,0.8946576124964649,Brazil,-1
47,2410,1,0.008805868279178307,Denmark,1
33,3355,2,0.011362846294411616,USA,1
50,2649,1,0.008721013964375367,Brazil,1
57,3270,3,0.005006950055422186,Brazil,1
31,3572,2,0.009257490724339677,India,1
36,2396,2,0.006560825161699352,India,1
42,2550,1,0.011025780610278117,Brazil,1
41,2260,2,0.006906971471469223,Brazil,1
488,86431,53,0.8231905564239639,Brazil,-1
58,3676,1,0.01228427563191675,Japan,1
49,2067,3,0.015524999184111508,USA,1
42,2891,1,0.006306632410745557,Denmark,1
27,3363,3,0.012845235690354343,India,1
41,3020,2,0.008453715162283968,Japan,1
48,1996,1,0.0040716010692384156,Japan,1
34,3252,3,0.02309849828190338,Japan,1
45,3934,3,0.006632497835415727,Japan,1
957,82985,43,0.8430394480680141,Russia,-1
30,2425,1,0.01746431380329965,India,1
28,3534,1,0.013383245190316842,Brazil,1
80,3399,1,0.010274342542825861,USA,1
43,3340,3,0.001897527098442084,Japan,1
1018,102053,80,0.8734342612455182,Unknown,-1
46,2594,1,0.007743395244638732,Denmark,1
38,3767,3,0.010077405006677191,Japan,1
54,3558,1,0.010649340345793486,Japan,1
43,3446,3,0.006993701788890343,India,1
37,3269,3,0.01531731240180343,India,1
58,2822,3,0.008380155913647241,Japan,1
39,2712,1,0.0007421152348981979,Denmark,1
54,4165,1,0.006177523439996313,India,1
1091,104756,42,0.7834508941136975,Brazil,-1
52,2712,3,0.013277330426658115,Denmark,1
62,2640,2,0.013763201781763375,Japan,1
29,3309,1,0.012828942535490722,Brazil,1
43,3888,2,0.0032542491134356375,Denmark,1
52,2773,2,0.013436930500531165,USA,1
27,3278,3,0.010203192865066275,Japan,1
32,3037,3,0.014289071332507348,Japan,1
41,2703,2,0.00815947813161032,Brazil,1
51,3530,1,0.013811758731301157,Brazil,1
42,3093,1,0.010813800654782756,Brazil,1
933,100422,50,0.8172460859889198,China,-1
721,107011,39,0.7343695315549278,Russia,-1
1292,92171,99,0.9678370176785744,Russia,-1
37,2780,2,0.008580433024817572,USA,1
582,111117,21,0.9041852095998355,Brazil,-1
30,3217,2,0.012957492575509804,Brazil,1
920,92300,64,0.9201084337136318,Brazil,-1
341,75654,65,0.8052081763348262,Russia,-1
39,3400,1,0.004484784473516734,Denmark,1
39,3001,3,0.00717082226825304,USA,1
38,2542,2,0.012479011659680253,India,1
36,3931,1,0.017616939616843595,Brazil,1
56,2962,2,0.011457517652706204,USA,1
29,3275,1,4.9061427881401734e-05,USA,1
43,2936,3,0.00413975935129217,USA,1
50,3287,2,0.016573172993589316,Brazil,1
50,2787,2,0.003908861355242333,Denmark,1
47,3335,2,0.015437089484763307,India,1
30,2952,1,0.014033449393907223,India,1
49,3049,1,0.006797446993442967,Japan,1
28,3977,2,0.0007596662568038672,India,1
1176,80193,64,0.9632169405142879,China,-1
43,2257,1,0.00760733970318442,Denmark,1
49,2746,1,0.013903087771328317,Denmark,1
875,94452,58,0.9614048609934044,Brazil,-1
46,2703,2,0.018448983704366713,USA,1
38,3370,1,0.004914248795983606,India,1
60,2796,1,0.005664137246411419,Japan,1
51,2002,1,0.0064076491064242,India,1
41,2763,2,0.009111676148414717,India,1
54,3315,1,0.020070226568280076,India,1
48,3331,3,0.013925208030493179,USA,1
678,90948,36,0.9752423769160695,Unknown,-1
52,3061,2,0.018750160497723982,USA,1
45,3243,2,0.005322998946394942,India,1
38,2180,3,0.01136999989172046,Denmark,1
43,3236,3,0.009238112695257998,Japan,1
49,2412,3,0.010146718165452533,India,1
61,4040,3,0.011637282451359404,India,1
39,2747,1,0.005860454538590144,India,1
43,2615,3,0.0012441900702925748,Japan,1
40,3589,1,0.014161853825583774,USA,1
736,105782,93,0.8392332689990536,China,-1
51,3624,3,0.011024849868997072,USA,1
37,3457,2,0.005569560454839682,Brazil,1
70,2483,3,0.014305528764744599,USA,1
67,2041,1,0.0026230247986247035,Denmark,1
39,3462,2,0.0056940482729476005,USA,1
47,2868,3,0.01296889722199855,Denmark,1
25,3307,3,0.014782534919285207,India,1
51,2917,1,0.002942739128699288,India,1
439,89664,98,0.7882997410075632,China,-1
28,3081,1,0.01364416475233069,USA,1
20,3912,1,0.00020030725936255427,Japan,1
42,3150,2,0.004721105871135748,Brazil,1
33,2562,1,0.012203963627294607,Denmark,1
951,103926,74,0.8455061029328205,Brazil,-1
41,3260,2,0.003168759643466806,Brazil,1
50,2868,2,0.0183232644878953,Denmark,1
767,100696,84,0.9636366232949981,China,-1
37,2934,2,0.00561098729479807,Brazil,1
20,2651,3,0.004493586560292738,Japan,1
51,3277,1,0.007215470386760155,Japan,1
51,3437,2,0.012078300833018231,Brazil,1
41,4125,2,0.013173889727156,Japan,1
43,2950,1,0.013401691001553966,Denmark,1
56,2719,2,0.029530680206060464,USA,1
46,3469,2,0.01145248121504,USA,1
44,3668,1,0.006003012494624578,Brazil,1
51,2789,3,0.006705372873383664,India,1
38,1977,1,0.005030338853521198,Brazil,1
45,3648,1,0.009400397138968914,USA,1
53,3778,2,0.013257322715170352,Japan,1
47,3376,1,0.0011875574547511626,India,1
44,4281,2,0.01036228730921623,Denmark,1
44,3131,1,0.005998616738097564,India,1
52,3280,3,0.013555560866274711,USA,1
59,3245,1,0.0012893584149760821,Japan,1
54,3291,3,0.0002511529802970598,Brazil,1
55,2993,2,0.004645684789643656,Brazil,1
39,2709,2,0.009600955447391611,USA,1
57,2789,3,0.01033133261471326,Japan,1
629,82066,33,0.7915475775757699,Brazil,-1
55,3000,3,0.014646931503050326,India,1
764,102961,100,0.9167732833080454,Russia,-1
56,3352,2,0.010074577402528666,USA,1
37,3298,3,0.00819748912339048,Denmark,1
929,98887,23,0.8104075083330297,China,-1
59,3110,2,0.012963640920948592,Denmark,1
60,3302,1,0.007266933225891994,USA,1
43,3399,3,0.010325067010335342,India,1
44,3845,2,0.0037630974003333697,USA,1
36,3158,1,0.0027726598887825504,Denmark,1
47,3948,1,0.009844339648450344,India,1
44,3716,2,0.009154224109781405,USA,1
37,2983,2,0.00745619339958732,USA,1
31,2040,3,0.016843520763367453,Brazil,1
776,89375,33,0.7208524196300067,Russia,-1
30,3327,3,0.0029002053115718953,India,1
44,2985,1,0.005147876478819018,USA,1
42,2601,3,0.001620908876318385,Denmark,1
44,3317,1,0.0028845588121097707,Brazil,1
41,2743,1,0.013899519733459074,India,1
59,2495,2,0.002328110748384774,Japan,1
52,3728,1,0.009503725850485626,USA,1
42,2811,3,0.01043291165373958,Japan,1
35,3139,1,0.012748491849835349,USA,1
942,104108,90,0.921657982051245,China,-1
45,3231,2,0.014627128997849086,Japan,1
53,1810,2,0.006576171276719288,Denmark,1
765,83845,60,0.8432926869188365,Unknown,-1
37,3499,2,0.02106192728126223,Japan,1
35,2278,2,0.009486436754289824,Brazil,1
40,2877,1,0.02106128230433532,Japan,1
999,87338,26,0.6978469147911893,Unknown,-1
930,88111,90,0.935649858004896,Unknown,-1
34,2428,2,0.012626747727741682,Denmark,1
52,2433,2,0.013308266596720002,Denmark,1
46,2474,3,0.019301290119330988,Brazil,1
52,3731,2,0.016623635518032892,USA,1
23,3609,1,0.012700811206742284,Japan,1
50,3121,1,0.01554529159257625,Brazil,1
45,2867,3,0.011745963464644004,Denmark,1
611,85913,54,0.7479886264681528,Brazil,-1
40,3152,3,0.013115541934815417,Japan,1
797,101704,57,0.9568778404234031,Brazil,-1
906,95194,80,0.9711596560053839,China,-1
670,77462,76,0.8151157277423807,Unknown,-1
49,2780,3,0.014349824916676518,Brazil,1
58,2576,2,0.016504462533147683,Denmark,1
37,3422,3,0.013944851125492739,USA,1
51,3563,1,0.0068140017331239314,Denmark,1
765,109914,87,0.8331134144631267,Unknown,-1
31,3069,1,0.01687047423422565,USA,1
50,3068,1,0.00131395633337612,Denmark,1
72,3150,2,0.012977667241535176,India,1
51,2567,1,0.006909506550225524,USA,1
63,3002,3,0.006838385552517144,USA,1
33,3017,3,0.003952197840504903,India,1
669,77343,58,0.8481932043097266,Russia,-1
47,4170,3,0.01054009843670507,Brazil,1
50,2907,3,0.011420810820739152,India,1
35,2543,3,0.014219919932358462,Japan,1
47,2723,1,0.013220336305623916,Brazil,1
1388,90449,36,0.9151613912676246,Russia,-1
35,3820,1,0.017859142796821353,Denmark,1
27,2199,1,0.0014050412860818415,Japan,1
54,3463,2,0.017398840766605153,Brazil,1
734,84309,94,0.7856724474048846,Russia,-1
49,2963,2,0.005676599011449897,India,1
42,2930,3,0.0018211769797037737,USA,1
41,2814,3,0.0030860077751956386,India,1
30,2750,2,0.007430359296547179,Denmark,1
63,3149,3,0.012357103650161003,Japan,1
421,98666,40,0.839753975881897,Brazil,-1
53,3683,3,0.0045527358909728775,Denmark,1
47,2823,3,0.01672734361208889,Japan,1
48,2805,2,0.017624940496362214,USA,1
56,2864,2,0.007220912385809932,USA,1
51,3244,2,0.0076146630311119245,Japan,1
811,107187,73,0.8224677680943766,Brazil,-1
23,2892,3,0.010610500646468351,Brazil,1
57,2792,3,0.009853324826073005,Denmark,1
23,3572,3,0.00857045828210969,India,1
48,3007,1,0.011318840725148348,Brazil,1
36,3095,3,0.014433006701375786,Denmark,1
46,3414,1,0.015287108395042957,Brazil,1
51,3717,1,0.005145214221333888,USA,1
42,3310,1,0.004380303516364843,India,1
35,3025,3,0.01660222822238292,Japan,1
39,2896,3,0.010945479329109326,Denmark,1
52,2083,3,0.014609919578583628,USA,1
43,2589,2,0.01484270536641209,India,1
32,3574,1,0.00937886788997899,Denmark,1
779,101835,99,1.0199943116300592,Unknown,-1
49,3042,2,0.007111586996951134,Brazil,1
42,2866,1,0.011246392964063243,Denmark,1
34,2527,2,0.0063830610758012505,Brazil,1
698,103709,98,0.8039350131286784,Brazil,-1
57,2956,2,0.014784535510380987,Brazil,1
31,2651,1,0.014789584054440268,Denmark,1
1048,88347,89,0.9279141363041779,China,-1
46,4288,2,0.018524203347357604,Japan,1
664,104443,92,0.7416784548674034,Brazil,-1
50,2641,1,0.00781268008737798,USA,1
44,3337,2,0.015289215145015854,India,1
33,2690,2,0.005986532367813669,USA,1
53,3796,2,0.012204960750440613,India,1
41,2924,3,0.015403500887901496,USA,1
49,2104,2,0.007175136325512237,Brazil,1
589,90691,99,0.7542657669693509,Russia,-1
47,2301,1,0.01971707405263185,Japan,1
39,2391,2,0.021606328710492347,Brazil,1
34,3124,2,0.009072114024137087,Japan,1
31,4564,2,0.011832839058649073,India,1
49,1988,2,0.023766106110394092,USA,1
48,3542,3,0.013769432446677643,Brazil,1
44,3737,3,0.006135193162136657,Denmark,1
34,3128,1,0.010583502331409958,Brazil,1
32,2747,3,0.011419904182298195,India,1
888,77659,71,0.8618127050858625,Brazil,-1
62,3282,2,0.01248078728478132,Denmark,1
40,2376,2,0.01387680567776751,Denmark,1
45,3226,1,0.002606209808775609,USA,1
31,2477,3,0.0061620010833792396,India,1
26,3263,1,0.007825961408160685,Denmark,1
52,3182,3,0.006075708150206157,Japan,1
45,2842,3,0.009564570980751952,USA,1
850,104574,34,0.8322053328869167,Russia,-1
32,3531,3,0.009448372960712626,Denmark,1
49,4015,1,0.006640208456456598,Japan,1
38,3105,1,0.008614607200973729,Japan,1
47,2579,2,0.0099827197486669,USA,1
45,2672,3,0.001681435086241358,USA,1
60,3165,2,0.00045083124085555475,Brazil,1
66,2389,2,0.0051296274945469966,USA,1
61,3795,1,0.011903681554618602,USA,1
30,2411,3,0.004882175537592027,USA,1
340,83007,86,0.8916288151480757,Russia,-1
63,3400,2,0.01988442760249689,Brazil,1
49,2755,3,0.01303353281250387,Denmark,1
50,3181,1,0.005889345341893743,USA,1
42,2456,2,0.009367929103109329,India,1
44,2589,1,0.015086905736473933,Japan,1
27,2314,3,0.0075306190494871805,Denmark,1
59,2415,2,0.017253539847048985,USA,1
49,1959,2,0.0037929787506725543,Brazil,1
652,90222,66,0.9876816887381159,Russia,-1
57,1401,1,0.017021676930770776,Japan,1
41,3451,3,0.01720436481550699,USA,1
31,2428,2,0.010671613781137707,India,1
41,3847,3,0.012785546065249176,India,1
54,3150,2,0.009716847050181934,USA,1
856,99976,54,0.6004513093937577,China,-1
723,110061,60,0.9573309389752325,Brazil,-1
55,2662,3,0.011755211476346073,Denmark,1
51,3010,2,0.003664871398875921,USA,1
38,3160,1,0.011738430452120497,Japan,1
63,3046,3,0.015168484027092756,India,1
42,2963,3,0.016909994162261518,USA,1
41,2432,3,0.010637583969054468,India,1
52,3392,3,0.005766018122289696,Japan,1
744,100449,49,0.7238952293919886,Brazil,-1
38,2969,2,0.009368163016234488,India,1
46,3245,2,0.007406568314561947,India,1
37,3172,1,0.0017846157810216968,India,1
40,2430,1,0.006395948211014014,Denmark,1
49,2626,2,0.015928468363120684,India,1
32,3345,2,0.016362935491970137,India,1
61,3519,3,0.0075713223349826945,India,1
29,3203,3,0.01880961971451159,USA,1
36,4185,2,0.010681265960388207,USA,1
1274,71986,47,1.0353088017783258,Russia,-1
50,3264,2,0.003714816596208639,Denmark,1
39,3320,1,0.009986523934276974,USA,1
59,2825,2,0.005397931302159541,India,1
30,2895,1,0.00367486847853595,Denmark,1
37,2721,1,0.005544392456091751,Brazil,1
40,2181,3,0.005835147689528809,USA,1
999,107756,26,1.0622455747322326,Unknown,-1
285,98188,95,1.134531390575713,Unknown,-1
40,4168,2,0.010394628982994801,USA,1
43,2726,1,0.010566674565871032,Denmark,1
40,2266,3,0.014712101064496611,Japan,1
